"DOMAIN","MEASURE_TYPE","GENDER","AGE","L","M","S","CENTILE_0_4","CENTILE_2","CENTILE_9","CENTILE_25","CENTILE_50","CENTILE_75","CENTILE_91","CENTILE_98","CENTILE_99_6","ID"
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.16666666666667,1,96.4187,0.04041,86.085766323116,88.415741563982,91.193788966553,93.792607504442,96.4187,99.044792495558,101.643611033447,104.421658436018,106.751633676884,309
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.25,1,97.0885,0.04057,86.64258905986,88.99803956597,91.806461323255,94.43369458007,97.0885,99.74330541993,102.370538676745,105.17896043403,107.53441094014,310
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.33333333333333,1,97.7493,0.04073,87.190815521172,89.571650256594,92.410337825751,95.065884261414,97.7493,100.432715738586,103.088262174249,105.926949743406,108.307784478828,311
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.41666666666667,1,98.4015,0.04089,87.73081378758,90.13694891391,93.005802333765,95.68956843621,98.4015,101.11343156379,103.797197666235,106.66605108609,109.07218621242,312
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.5,1,99.0448,0.04105,88.26232746592,90.69366931184,93.59257689736,96.30445818704,99.0448,101.78514181296,104.49702310264,107.39593068816,109.82727253408,313
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.58333333333333,1,99.6795,0.0412,88.7882785992,91.2441422484,94.1722873686,96.9115199004,99.6795,102.4474800996,105.1867126314,108.1148577516,110.5707214008,314
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.66666666666667,1,100.3058,0.04135,89.30624591084,91.78653751918,94.74380828297,97.51028738458,100.3058,103.10131261542,105.86779171703,108.82506248082,111.30535408916,315
"GROWTH_CHARTS","PT_CHILD_HEAD","M",-0.210814510609172,1,27.63749,0.05302389,23.7511239470051,24.6274613903275,25.672325265058,26.6497785672253,27.63749,28.6252014327747,29.602654734942,30.6475186096725,31.5238560529949,1991
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.75,1,100.9238,0.0415,89.8163284196,92.3209543642,95.3072391443,98.1008603902,100.9238,103.7467396098,106.5403608557,109.5266456358,112.0312715804,316
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.83333333333333,1,101.5337,0.04164,90.321406613264,92.849668847528,95.864135357612,98.684120157368,101.5337,104.383279842632,107.203264642388,110.217731152472,112.745993386736,317
"GROWTH_CHARTS","CHILD_HEIGHT","F",3.91666666666667,1,102.136,0.04179,90.81656535712,93.36898689424,96.41225872696,99.25919044144,102.136,105.01280955856,107.85974127304,110.90301310576,113.45543464288,318
"GROWTH_CHARTS","CHILD_HEIGHT","F",4,1,102.7312,0.04193,91.307659039168,93.883555530336,96.954816731344,99.827932048416,102.7312,105.634467951584,108.507583268656,111.578844469664,114.154740960832,319
"GROWTH_CHARTS","CHILD_HEIGHT","F",4,1,101.54,0.03967,90.8575005464,93.2662994428,96.1383288962,98.8250661268,101.54,104.2549338732,106.9416711038,109.8137005572,112.2224994536,320
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.083,1,102.12,0.03979,91.3439830704,93.7738692408,96.6710412132,99.3812988648,102.12,104.8587011352,107.5689587868,110.4661307592,112.8960169296,321
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.167,1,102.71,0.03992,91.8363141536,94.2882237072,97.2116543288,99.9464765232,102.71,105.4735234768,108.2083456712,111.1317762928,113.5836858464,322
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.25,1,103.31,0.04004,92.3399160752,94.8135624504,97.7629100516,100.5219771624,103.31,106.0980228376,108.8570899484,111.8064375496,114.2800839248,323
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.333,1,103.91,0.04016,92.8431361088,95.3386054176,98.3139726704,101.0973807456,103.91,106.7226192544,109.5060273296,112.4813945824,114.9768638912,324
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.417,1,104.53,0.04028,93.3638378032,95.8816979064,98.8837618756,101.6921442984,104.53,107.3678557016,110.1762381244,113.1783020936,115.6961621968,325
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.5,1,105.15,0.04041,93.881356302,96.422324979,99.4519414785,102.286098849,105.15,108.013901151,110.8480585215,113.877675021,116.418643698,326
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.583,1,105.77,0.04053,94.4012523188,96.9647934626,100.0213232879,102.8806576406,105.77,108.6593423594,111.5186767121,114.5752065374,117.1387476812,327
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.667,1,106.4,0.04065,94.92967568,97.51612136,100.59996044,103.48484216,106.4,109.31515784,112.20003956,115.28387864,117.87032432,328
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.75,1,107.02,0.04077,95.4487792792,98.0579761084,101.1689415586,104.0791995604,107.02,109.9608004396,112.8710584414,115.9820238916,118.5912207208,329
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.833,1,107.64,0.04088,95.9703428736,98.6017361472,101.7391665888,104.6741821632,107.64,110.6058178368,113.5408334112,116.6782638528,119.3096571264,330
"GROWTH_CHARTS","CHILD_HEIGHT","F",4.917,1,108.26,0.04099,96.4915447352,99.1452160204,102.3092087066,105.2690728324,108.26,111.2509271676,114.2107912934,117.3747839796,120.0284552648,331
"GROWTH_CHARTS","CHILD_HEIGHT","F",5,1,108.86,0.0411,96.994564808,99.670104116,102.860170214,105.844425596,108.86,111.875574404,114.859829786,118.049895884,120.725435192,332
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.083,1,109.45,0.0412,97.49123032,100.18781564,103.40297506,106.41070484,109.45,112.48929516,115.49702494,118.71218436,121.40876968,333
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.167,1,110.03,0.0413,97.978678172,100.696133094,103.936175501,106.967182914,110.03,113.092817086,116.123824499,119.363866906,122.081321828,334
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.25,1,110.6,0.0414,98.45691632,101.19506264,104.45977556,107.51386184,110.6,113.68613816,116.74022444,120.00493736,122.74308368,335
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.333,1,111.16,0.04149,98.9289006832,101.6868936664,104.9752699156,108.0514928584,111.16,114.2685071416,117.3447300844,120.6331063336,123.3910993168,336
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.417,1,111.71,0.04157,99.3946829756,102.1716662262,105.4826847173,108.5800891122,111.71,114.8399108878,117.9373152827,121.2483337738,124.0253170244,337
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.5,1,112.24,0.04165,99.842441008,102.637969016,105.971098564,109.089187496,112.24,115.390812504,118.508901436,121.842030984,124.637558992,338
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.583,1,112.77,0.04173,100.2899741508,103.1040976266,106.4593986939,109.5982287246,112.77,115.9417712754,119.0806013061,122.4359023734,125.2500258492,339
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.667,1,113.29,0.0418,100.731395656,103.563237812,106.939664998,110.098258172,113.29,116.481741828,119.640335002,123.016762188,125.848604344,340
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.75,1,113.81,0.04187,101.1726240956,104.0222284662,107.4198336773,110.5982385522,113.81,117.0217614478,120.2001663227,123.5977715338,126.4473759044,341
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.833,1,114.32,0.04194,101.6047717184,104.4719310368,107.8904671472,111.0884525408,114.32,117.5515474592,120.7495328528,124.1680689632,127.0352282816,342
"GROWTH_CHARTS","CHILD_HEIGHT","F",5.917,1,114.82,0.042,102.03088912,104.91470824,108.35310796,111.56967544,114.82,118.07032456,121.28689204,124.72529176,127.60911088,343
"GROWTH_CHARTS","CHILD_HEIGHT","F",6,1,115.33,0.04206,102.4657319704,105.3664982908,108.8251042882,112.0605744148,115.33,118.5994255852,121.8348957118,125.2935017092,128.1942680296,344
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.083,1,115.83,0.04212,102.8915295408,105.8090277816,109.2875833764,112.5417160296,115.83,119.1182839704,122.3724166236,125.8509722184,128.7684704592,345
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.167,1,116.33,0.04217,103.3202530628,106.2538234506,109.7515419899,113.0236012686,116.33,119.6363987314,122.9084580101,126.4061765494,129.3397469372,346
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.25,1,116.82,0.04222,103.7399636592,106.6893836184,110.2059997236,113.4957373704,116.82,120.1442626296,123.4340002764,126.9506163816,129.9000363408,347
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.333,1,117.31,0.04227,104.1595443076,107.1248431402,110.6603917483,113.9678404462,117.31,120.6521595538,123.9596082517,127.4951568598,130.4604556924,348
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.417,1,117.81,0.04232,104.5878726816,107.5693327632,111.1241505528,114.4496252592,117.81,121.1703747408,124.4958494472,128.0506672368,131.0321273184,349
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.5,1,118.3,0.04237,105.007192108,108.004589966,111.578410489,114.921661946,118.3,121.678338054,125.021589511,128.595410034,131.592807892,350
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.583,1,118.79,0.04241,105.4295318972,108.4421864694,112.0341976901,115.3944662514,118.79,122.1855337486,125.5458023099,129.1378135306,132.1504681028,351
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.667,1,119.28,0.04246,105.8486044224,108.8772524448,112.4883327792,115.8664401888,119.28,122.6935598112,126.0716672208,129.6827475552,132.7113955776,352
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.75,1,119.77,0.0425,106.2707233,109.31467785,112.944008275,116.33918835,119.77,123.20081165,126.595991725,130.22532215,133.2692767,353
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.833,1,120.26,0.04254,106.6927382192,109.7520227384,113.3996312036,116.8119100904,120.26,123.7080899096,127.1203687964,130.7679772616,133.8272617808,354
"GROWTH_CHARTS","CHILD_HEIGHT","F",6.917,1,120.77,0.04258,107.1323907368,110.2075379236,113.8740595694,117.3040314316,120.77,124.2359685684,127.6659404306,131.3324620764,134.4076092632,355
"GROWTH_CHARTS","CHILD_HEIGHT","F",7,1,121.27,0.04261,107.5662814156,110.6563356062,114.3406309873,117.7872298922,121.27,124.7527701078,128.1993690127,131.8836643938,134.9737185844,356
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.083,1,121.77,0.04265,107.996863194,111.102570513,114.8055292395,118.269587403,121.77,125.270412597,128.7344707605,132.437429487,135.543136806,357
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.167,1,122.28,0.04268,108.4394496192,111.5603580384,115.2814411536,118.7624543904,122.28,125.7975456096,129.2785588464,132.9996419616,136.1205503808,358
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.25,1,122.79,0.04271,108.8819548932,112.0180827114,115.7573120331,119.2553007534,122.79,126.3246992466,129.8226879669,133.5619172886,136.6980451068,359
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.333,1,123.31,0.04273,109.3365157324,112.4873994398,116.2442223217,119.7586695338,123.31,126.8613304662,130.3757776783,134.1326005602,137.2834842676,360
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.417,1,123.82,0.04276,109.7788714336,112.9450082672,116.7200175688,120.2514778832,123.82,127.3885221168,130.9199824312,134.6949917328,137.8611285664,361
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.5,1,124.33,0.04278,110.2244432152,113.4051079804,117.1974390466,120.7451035924,124.33,127.9148964076,131.4625609534,135.2548920196,138.4355567848,362
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.583,1,124.84,0.04281,110.6666501392,113.8626015784,117.6731590636,121.2378741304,124.84,128.4421258696,132.0068409364,135.8173984216,139.0133498608,363
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.667,1,125.34,0.04284,111.0999120288,114.3109122576,118.1394125304,121.7209127856,125.34,128.9590872144,132.5405874696,136.3690877424,139.5800879712,364
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.75,1,125.85,0.04287,111.541957446,114.768280767,118.6150508805,122.213642277,125.85,129.486357723,133.0849491195,136.931719233,140.158042554,365
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.833,1,126.35,0.0429,111.97505942,115.21646759,119.081223485,122.69664029,126.35,130.00335971,133.618776515,137.48353241,140.72494058,366
"GROWTH_CHARTS","CHILD_HEIGHT","F",7.917,1,126.85,0.04293,112.408081834,115.664592793,119.5473558595,123.179618083,126.85,130.520381917,134.1526441405,138.035407207,141.291918166,367
"GROWTH_CHARTS","CHILD_HEIGHT","F",8,1,127.34,0.04298,112.8254098736,116.0983076472,120.0006088388,123.6511486632,127.34,131.0288513368,134.6793911612,138.5816923528,141.8545901264,368
"GROWTH_CHARTS","PT_CHILD_HEAD","M",-0.191649555099247,1,28.48013,0.05259097,24.507970599246,25.4036536013768,26.4715833346866,27.4706143755248,28.48013,29.4896456244752,30.4886766653134,31.5566063986232,32.452289400754,1992
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.083,1,127.82,0.04302,113.2371389072,116.5254311144,120.4460872076,124.1137977464,127.82,131.5262022536,135.1939127924,139.1145688856,142.4028610928,369
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.167,1,128.3,0.04308,113.641961072,116.947205144,120.888073076,124.574691464,128.3,132.025308536,135.711926924,139.652794856,142.958038928,370
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.25,1,128.76,0.04314,114.0289186272,117.3506330544,121.3111387176,125.0161278864,128.76,132.5038721136,136.2088612824,140.1693669456,143.4910813728,371
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.333,1,129.23,0.04321,114.4211569484,117.7604058718,121.7418180497,125.4663649258,129.23,132.9936350742,136.7181819503,140.6995941282,144.0388430516,372
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.417,1,129.69,0.04328,114.8043685536,118.1609325072,122.1629895288,125.9068493232,129.69,133.4731506768,137.2170104712,141.2190674928,144.5756314464,373
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.5,1,130.14,0.04336,115.1751076992,118.5495441984,122.5729107936,126.3367053504,130.14,133.9432946496,137.7070892064,141.7304558016,145.1048923008,374
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.583,1,130.59,0.04345,115.542192654,118.935325683,122.9809842945,126.765632673,130.59,134.414367327,138.1990157055,142.244674317,145.637807346,375
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.667,1,131.03,0.04354,115.9002174776,119.3118351052,123.3795330458,127.1847988612,131.03,134.8752011388,138.6804669542,142.7481648948,146.1597825224,376
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.75,1,131.48,0.04364,116.2633883456,119.6945850912,123.7856273648,127.6127314272,131.48,135.3472685728,139.1743726352,143.2654149088,146.6966116544,377
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.833,1,131.92,0.04375,116.613982,120.065339,124.1804185,128.030009,131.92,135.809991,139.6595815,143.774661,147.226018,378
"GROWTH_CHARTS","CHILD_HEIGHT","F",8.917,1,132.37,0.04387,116.9696453212,120.4422743174,124.5827165821,128.4560335394,132.37,136.2839664606,140.1572834179,144.2977256826,147.7703546788,379
"GROWTH_CHARTS","CHILD_HEIGHT","F",9,1,132.82,0.04399,117.3250222264,120.8189878028,124.9848698362,128.8819852868,132.82,136.7580147132,140.6551301638,144.8210121972,148.3149777736,380
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.083,1,133.27,0.04412,117.6765783952,121.1927420904,125.3850911116,129.3069660024,133.27,137.2330339976,141.1549088884,145.3472579096,148.8634216048,381
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.167,1,133.73,0.04426,118.0331042504,121.5726003508,125.7927687782,129.7406682748,133.73,137.7193317252,141.6672312218,145.8873996492,149.4268957496,382
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.25,1,134.19,0.0444,118.389288528,121.952194056,126.200273724,130.174283736,134.19,138.205716264,142.179726276,146.427805944,149.990711472,383
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.333,1,134.65,0.04455,118.74156031,122.328757495,126.6058002925,130.606904845,134.65,138.693095155,142.6941997075,146.971242505,150.55843969,384
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.417,1,135.12,0.04471,119.0986972896,122.7113439792,127.0187304168,131.0482209552,135.12,139.1917790448,143.2212695832,147.5286560208,151.1413027104,385
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.5,1,135.59,0.04487,119.4554354084,123.0936215418,127.4314588547,131.4894356958,135.59,139.6905643042,143.7485411453,148.0863784582,151.7245645916,386
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.583,1,136.06,0.04504,119.8081663552,123.4727955104,127.8421610416,131.9296320224,136.06,140.1903679776,144.2778389584,148.6472044896,152.3118336448,387
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.667,1,136.53,0.04521,120.1604735124,123.8516412498,128.2526489367,132.3697206438,136.53,140.6902793562,144.8073510633,149.2083587502,152.8995264876,388
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.75,1,137,0.04538,120.51235688,124.23015876,128.66292254,132.80970156,137,141.19029844,145.33707746,149.76984124,153.48764312,389
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.833,1,137.48,0.04556,120.8689625024,124.6145886048,129.0805274192,133.2583411488,137.48,141.7016588512,145.8794725808,150.3454113952,154.0910374976,390
"GROWTH_CHARTS","CHILD_HEIGHT","F",9.917,1,137.95,0.04574,121.216322884,124.989603018,129.488513947,133.697172558,137.95,142.202827442,146.411486053,150.910396982,154.683677116,391
